Book Name,Author,Rating,Number of Reviews,Price,Description,Listening Time,Ranks and Genre,Rank,Genre,Cluster,Cluster_overall
black out,lila rose,4.6,199.0,668,24 clarinda james lived traumatic life one last images saw losing sight parents death nightmares time still haunt every night,8 hours and 8 minutes,",#4,321 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#12 in Erotic Romance,#40 in Humorous Fiction,#151 in Contemporary Romance (Audible Audiobooks & Originals)",4321,"contemporary romance,erotic romance,humorous fiction",2,2
magnificent delusions pakistan the united states and an epic history of misunderstanding,husain haqqani,4.6,122.0,632,character-driven history describes bizarrely ill-suited alliance america pakistan written uniquely insightful participant pakistans former ambassador us,14 hours and 23 minutes,",#1,911 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in International Diplomacy,#2 in Central Asian History,#7 in Middle Eastern History (Audible Audiobooks & Originals)",1911,"central asian history,international diplomacy,middle eastern history",5,9
what the buddha taught,walpola sri rahula,4.6,481.0,634,long regarded one best introductions buddhism buddha taught draws actual words spoken buddha give lucid accurate account fundamental principles buddhist doctrine richly supported extracts ancient texts walpola rahula gives clear direct explanations buddhisms essential teachings including,6 hours and 20 minutes,",#1,904 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#24 in Buddhism (Audible Audiobooks & Originals),#26 in Judaism (Books),#199 in Buddhism (Books)",1904,"buddhism,buddhism,judaism",5,9
deep medicine how artificial intelligence can make healthcare human again,eric topol,4.5,201.0,938,one americas top doctors reveals ai empower physicians revolutionize patient care,11 hours and 6 minutes,",#4,400 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Vision & Eye Problems,#2 in Long-Term & Elder Care,#2 in Biotechnology",4400,"biotechnology,longterm elder care,vision eye problems",9,0
asher black the five syndicates book 1,parker s huntington,4.4,250.0,668,supposed kill,8 hours and 32 minutes,",#4,531 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#7 in Multicultural Romance,#38 in Romantic Suspense (Audible Audiobooks & Originals),#69 in Crime Thrillers",4531,"crime thrillers,multicultural romance,romantic suspense",0,9
calling sehmat,harinder sikka,4.5,711.0,703,year 1971 tension brewing india pakistan one secret could change course history ....,5 hours and 32 minutes,",#2,414 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#17 in Espionage Thrillers,#576 in Literature & Fiction (Audible Audiobooks & Originals),#3,680 in Crime, Thriller & Mystery (Books)",2414,"crime,espionage thrillers,literature fiction",6,9
world of wonders in praise of fireflies whale sharks and other astonishments,aimee nezhukumatathil,4.042091434576984,1481.8928778228142,680,beloved award-winning poet aimee nezhukumatathil comes debut work nonfiction collection essays natural world way inhabitants teach support inspire us,3 hours and 30 minutes,",#4,529 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#8 in Animals,#375 in Biographies & Memoirs (Audible Audiobooks & Originals),#5,833 in Biographies & Autobiographies (Books)",4529,"animals,biographies autobiographies,biographies memoirs",5,5
manifest now,idil ahmed,4.8,151.0,501,manifest provides step-by-step guide tools techniques proven strategies raise frequency create reality want audiobook designed guide mental physical spiritual aspects manifesting creating heart desires youll learn start removing mental emotional blocks rediscover manifesting natural birthright youll feel confident reconnected powerful listen everything life begin shift begin realize conscious creator,4 hours and 23 minutes,",#4,826 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#952 in Personal Development,#10,127 in Personal Development & Self-Help",4826,"personal development,personal development selfhelp",9,2
partitions of the heart unmaking the idea of india,harsh mander,4.2,7.0,879,one partition land 1947. harsh mander believes another partition underway hearts minds,11 hours and 45 minutes,",#4,919 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#5 in Human Rights,#9 in Democracy,#10 in Fascism",4919,"democracy,fascism,human rights",0,1
out of the maze a simple way to change your thinking unlock success,dr spencer johnson,4.5,103.0,615,random house presents audiobook edition maze dr spencer johnson read tony roberts ken blanchard,1 hour and 22 minutes,",#4,766 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#54 in Self-Esteem,#96 in Business Motivation & Self-Improvement,#620 in Personal Success",4766,"business motivation selfimprovement,personal success,selfesteem",1,9
aapka cheese meine hataya i moved your cheese,deepak malhotra,4.042091434576984,5.0,233,book deepak malhotra tells inspiring story three unique adventurous mice max big zed refuse accept reality given watch lives unfold intersect discover instead blindly chasing cheese us ability escape maze even reconfigure liking moved cheese reminds us create new circumstances realities want first must discard often deeply ingrained notion nothing mice someone elses maze,1 hour and 47 minutes,",#1,981 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#288 in Personal Success,#4,133 in Personal Development & Self-Help",1981,"personal development selfhelp,personal success",3,7
on the road,matt dillon,4.3,1547.0,721,sal paradise young innocent joins hero dean moriarty traveller mystic living epitome beat breathless exuberant ride back forth across united states hedonistic search release fulfilment drink sex drugs jazz becomes exploration personal freedom test limits american dream,10 hours and 15 minutes,",#625 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#5 in Coming of Age Fiction,#32 in Classic Literature,#34 in Literary Fiction",625,"classic literature,coming of age fiction,literary fiction",2,5
the undefeated mind on the science of constructing an indestructible self,alex lickerman,4.5,277.0,668,legions self-help authors rightly urge personal development key happiness typically fail focus important objective hardiness though doesnt kill us make us stronger nietzsche tells us authors today offer insight springboard adversity strength,7 hours and 50 minutes,",#4,313 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#53 in Buddhism (Audible Audiobooks & Originals),#535 in Buddhism (Books),#572 in Personal Success",4313,"buddhism,buddhism,personal success",9,9
the twits,roald dahl,4.8,1390.0,615,brought penguin,57 minutes,",#4,201 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#51 in Fiction Classics for Children,#53 in Humorous Fiction for Children,#3,994 in Classic Fiction (Books)",4201,"classic fiction,fiction classics for children,humorous fiction for children",8,4
meri duniya mere dost my world my friend,khushwant singh,4.0,5.0,668,khushwant singh prominent indian novelist journalist born 2 february 1915 hadali british india part pakistan famous books like history sikhs train pakistan delhi novel ranjit singh maharaja punjab autobiography truth love little malice famous uncensored depiction indian society writings abiding love poetry people wit singh ’ characters always familiar narratives filled satirical observations,7 hours and 49 minutes,",#4,651 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#16 in Biographies of Authors,#5,977 in Biographies & Autobiographies (Books)",4651,"biographies autobiographies,biographies of authors",6,1
the diamond sutra the buddha also said,osho,4.6,19.0,350,written 25 centuries ago diamond sutra first text record buddhas teachings remains one popular osho comments series talks sutras brings buddhas teachings 21st century,13 hours and 47 minutes,",#4,801 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#6 in Buddhist Sacred Writings,#24 in Consciousness & Thought,#28 in Buddhist Philosophy & Practice",4801,"buddhist philosophy practice,buddhist sacred writings,consciousness thought",5,2
braiding sweetgrass indigenous wisdom scientific knowledge and the teachings of plants,robin wall kimmerer,4.8,1954.0,1172,botanist professor plant ecology robin wall kimmerer spent career learning ask questions nature using tools science potawatomi woman learned elders family history potawatomi well majority cultures indigenous land consider plants animals oldest teachers,16 hours and 44 minutes,",#4,825 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#4 in Native American Demographic Studies,#4 in Native American History,#5 in Botany & Plants",4825,"botany plants,native american demographic studies,native american history",3,8
psychology of the unconscious a study of the transformations and symbolisms of the libido,c g jung,4.2,12.0,1264,published first 1912 psychology unconscious one important stepping stones development jung ’ thought practice long subtitle study transformations symbolisms libido contribution history evolution thought expressed underlying impetus break view libido functions taught sigmund freud jung earlier adopted point two approaches came known swiss viennese schools emerged,16 hours and 31 minutes,",#5,040 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Jungian Psychology,#8 in Freudian Theory,#59,086 in Textbooks & Study Guides",5040,"freudian theory,jungian psychology,textbooks study guides",9,1
life over two beers and other stories,sanjeev sanyal,4.3,108.0,879,entertaining surprising ride india thought knew,4 hours and 27 minutes,",#4,855 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#45 in Humorous Fiction,#53 in Fiction Short Stories,#1,933 in Humour (Books)",4855,"fiction short stories,humorous fiction,humour",6,1
she broke up i didnt,durjoy datta,4.2,128.0,703,deb absolutely crazily love stunning avantika ’ believe relationship going great except one time deb faltered breaching trust apologized avantika grudgingly accepted back however insecurity seems pushing infidelity trust worked hard build lost avantika take back time move,5 hours and 28 minutes,",#1,582 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#59 in Romance (Audible Audiobooks & Originals),#2,401 in Romance (Books)",1582,"romance,romance",2,1
transcendence the beginning after the end book 6,turtleme,4.7,306.0,1340,often caught pushing away old memories past life past self ’ hold lessened allowing become person wanted world moment found wishing turn back old cold rational suppressed emotions exchange vulnerability could used,15 hours and 11 minutes,",#4,802 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#14 in Paranormal Fantasy,#17 in Action & Adventure Fantasy,#29 in Fairy Tale Fantasy",4802,"action adventure fantasy,fairy tale fantasy,paranormal fantasy",9,0
the fever code the maze runner book 5,james dashner,4.7,974.0,721,next installment dashners best-selling maze runner trilogy internationally acclaimed blockbuster cant wait also available audible james dasnhers mortality doctrine series,9 hours and 57 minutes,",#4,672 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#306 in Literature & Fiction for Children,#9,073 in Children's Literature & Fiction (Books)",4672,"childrens literature fiction,literature fiction for children",4,2
a better india a better world,narayan murthy,4.3,32.0,1005,visit website better india better world,10 hours and 54 minutes,",#721 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Poverty & Homelessness Studies,#11 in Literary Essays,#40 in Politics & Government",721,"literary essays,politics government,poverty homelessness studies",6,1
the greatest show on earth the evidence for evolution,richard dawkins,4.7,842.0,820,greatest show earth richard dawkins takes creationists including followers intelligent design question fact evolution natural selection,14 hours and 35 minutes,",#1,710 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#9 in Biology (Audible Audiobooks & Originals),#359 in Biology Books,#18,906 in Textbooks & Study Guides",1710,"biology,biology books,textbooks study guides",0,4
your inner awakening the work of byron katie four questions that will transform your life,byron katie,4.4,65.0,1439,matter much money status professional success types external security one may people experience true joy personal freedom byron katie knows reality well midst `` normal successful '' life katie became increasingly depressed ten-year period sank rage despair,5 hours and 50 minutes,",#2,459 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#347 in Personal Success,#5,143 in Personal Development & Self-Help",2459,"personal development selfhelp,personal success",9,0
the emyth seminar taking charge of your business and your life,michael e gerber,4.042091434576984,1481.8928778228142,1439,eighty percent businesses fail first five years,5 hours and 16 minutes,",#2,655 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#80 in Business Careers,#5,530 in Personal Development & Self-Help,#5,835 in Business & Economics",2655,"business economics,business careers,personal development selfhelp",7,5
wicca for beginners a guide to wiccan beliefs rituals magic and witchcraft,lisa chamberlain,4.7,1227.0,233,everything need know start wiccan journey,2 hours and 31 minutes,",#4,536 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Witchcraft,#2 in Wicca,#214 in Spirituality (Audible Audiobooks & Originals)",4536,"spirituality,wicca,witchcraft",5,2
these truths a history of the united states,jill lepore,4.7,1007.0,1338,ambitious one-volume american history decades award-winning historian jill lepore offers magisterial account origins rise divided nation american experiment rests three ideas `` truths '' jefferson called political equality natural rights sovereignty people rests `` n dedication inquiry fearless unflinching '' writes jill lepore groundbreaking investigation american past places truth center nations history,29 hours,",#1,024 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in US State & Local History,#59 in United States History (Books),#10,810 in Textbooks & Study Guides",1024,"textbooks study guides,us state local history,united states history",3,0
chicken soup for the childs soul characterbuilding stories to read with kids ages 5 8,jack canfield,4.5,59.0,501,todays children live world filled adventure mental stimulation topical issues personal challenges values learn ages 5 8 shape rest lives collection heartfelt true stories family ties helping neighbors lasting friendships children see kids age learned valuable lessons choices theyve made realize alone dealing difficult issues lives loss loved one accepting respecting others taking responsibility actions coping fitting learning make friends,4 hours and 8 minutes,",#4,842 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Nonfiction on Friendship for Children,#3 in Nonfiction on Emotions & Feelings for Children,#5 in Fiction on Parents for Children",4842,"fiction on parents for children,nonfiction on emotions feelings for children,nonfiction on friendship for children",9,2
13 kaam jo samajhdar log nahi karte 13 commonwealth games,amy morin,4.042091434576984,1481.8928778228142,668,book helps us identify 13 common habits hold us back life talks avoid using strength adopting change facing fears training minds,8 hours and 18 minutes,",#559 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#43 in Psychology (Audible Audiobooks & Originals),#6,206 in Textbooks & Study Guides",559,"psychology,textbooks study guides",9,5
decisions and dissents of justice ruth bader ginsburg a selection penguin liberty book 2,corey brettschneider editor,4.042091434576984,1481.8928778228142,754,trailblazing supreme court justice ruth bader ginsburg words essential writings gender equality womens rights reproductive health care voting civil rights available short accessible volume part new penguin liberty series,5 hours and 6 minutes,",#3,918 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Women in Politics,#1 in Constitutions,#33 in United States Politics & Government",3918,"constitutions,united states politics government,women in politics",4,5
camp jupiter classified a probatios journal,rick riordan,4.8,208.0,615,brought penguin,1 hour and 31 minutes,",#4,876 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#1 in Norse Fairy Tales for Children,#59 in Humor for Children,#94 in Fantasy & Magic for Children",4876,"fantasy magic for children,humor for children,norse fairy tales for children",8,2
the archangel guide to ascension visualizations to assist your journey to the light,diana cooper,4.6,190.0,569,since 2012 energy planet changed considerably transitional period new golden age,2 hours and 36 minutes,",#4,466 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#12 in Angels & Spirit Guides,#107 in Meditation (Audible Audiobooks & Originals),#590 in Personal Success",4466,"angels spirit guides,meditation,personal success",0,2
yoga nidra the art of transformational sleep,kamini desai phd,4.7,68.0,703,yoga nidra master key initiating shifts conscious sleep states change happens outside yoga nidra enter state non-doing transformation happens beyond mind rather mind highly regenerative meditative state restore rejuvenate body heal recover illness rewire brain greater mental emotional balance resiliency,15 hours and 17 minutes,",#4,607 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#10 in Yoga (Audible Audiobooks & Originals),#110 in Meditation (Audible Audiobooks & Originals),#835 in Meditation (Books)",4607,"meditation,meditation,yoga",9,2
doctor who the good doctor,juno dawson,4.6,78.0,888,clare corbett reads exciting original adventure thirteenth doctor,5 hours and 46 minutes,",#5,032 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#6 in Science Fiction Movie, TV & Video Game Tie-Ins,#6 in Time Travel Science Fiction,#20 in Movie, TV & Video Game Tie-In Fiction",5032,"movie,science fiction movie,time travel science fiction",2,0
the great short story collection 66 classic gems of the short story genre,barry pain,4.042091434576984,1481.8928778228142,1002,short story considered one challenging genres need compact plotlines ability conjure atmosphere character sentences engage reader instantly collection presents 66 greatest examples genre many well known hidden literary treasures exquisite examples short story finest,26 hours and 22 minutes,",#4,951 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#267 in Classic Literature,#4,709 in Classic Fiction (Books)",4951,"classic fiction,classic literature",2,5
eat to live the revolutionary formula for fast and sustained weight loss,joel fuhrman md,4.3,639.0,562,please note 2011 revised edition title,8 hours and 57 minutes,",#1,490 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#9 in Weight Loss Diets,#50 in Middle Eastern History (Books),#1,017 in Healthy Living & Wellness",1490,"healthy living wellness,middle eastern history,weight loss diets",0,9
coping with critical demanding and dysfunctional parents powerful strategies to help adult children maintain boundaries and stay sane,david m allen md,4.8,12.0,398,adult children whose parents invalidating critical demanding hateful require skills advocate needs much-needed guide listeners learn employ unique assertiveness strategies based characteristics family dynamics uncover hidden motives behind parents ’ behavior put stop repetitive hurtful interactions without cutting problem parents foster healthier relationships,7 hours and 40 minutes,",#4,492 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#6 in Parent & Adult Children Relationships,#6 in Dysfunctional Family Relationships,#8 in Abusive Relationships",4492,"abusive relationships,dysfunctional family relationships,parent adult children relationships",9,2
der 5uhrclub gestalte deinen morgen und in deinem leben wird alles möglich,robin sharma,4.3,12.0,837,der erfolgreiche bestsellerautor robin sharma hat vor über 20 jahren begonnen mit einer revolutionären methode zu arbeiten bei der man wichtige morgenrituale etabliert seinem neuen roman beschreibt er diese morgenroutine schritt für schritt er erzählt die geschichte zweier sinnsucher,12 hours and 33 minutes,",#4,548 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#595 in Personal Success,#9,504 in Personal Development & Self-Help",4548,"personal development selfhelp,personal success",5,1
penthouse naughty by nature female readers sexy letters to penthouse,penthouse magazine editors,4.0,13.0,1005,good girls ever month month women love making love tell take every pleasure shatter every taboo letters penthouse americas premier forum thrill-seekers sexes,9 hours and 21 minutes,",#4,889 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#18 in Adult Collections & Anthologies,#278 in Diaries & Journals,#2,474 in Family & Relationships",4889,"adult collections anthologies,diaries journals,family relationships",2,1
the dinosaur that pooped the bed,dougie poynter,4.9,487.0,205,random house presents audiobook edition dinosaur pooped bed written read dougie poynter tom fletcher,4 minutes,",#3,610 in Children's History (Books),#13,298 in Children's Picture Books (Books),#14,933 in Children's Science, Nature & Technology (Books)",3610,"childrens history,childrens picture books,childrens science",1,2
shivaji the grand rebel,dennis kincaid,4.2,119.0,668,great warrior skilled administrator chhatrapati shivaji maharaj better known shivaji founder great maratha empire one instilled sense maratha identity people,7 hours and 28 minutes,",#4,721 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#33 in Historical Biographies,#6,098 in Biographies & Autobiographies (Books)",4721,"biographies autobiographies,historical biographies",6,1
hr on purpose developing deliberate people passion,steve browne,4.8,104.0,515,hr 30 years still geeked answer yes hr leader popular everyday people blogger steve browne takes fresh look hr engaging assortment real-life examples insights epiphanies encourages practitioners drop preconceptions hr instead look hr could listen book rekindle passion field vibrant vital touch lives everyone encounter hr purpose,3 hours and 24 minutes,",#4,833 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#39 in Workplace Culture,#8,124 in Analysis & Strategy,#56,648 in Textbooks & Study Guides",4833,"analysis strategy,textbooks study guides,workplace culture",9,2
how to think like leonardo da vinci seven steps to genius every day,michael j gelb,4.5,281.0,377,inspiring inventive guide teaches listeners develop full potential following example greatest genius time leonardo da vinci acclaimed author michael j. gelb helped thousands people expand minds accomplish ever thought possible shows,2 hours and 27 minutes,",#4,788 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#20 in Creativity,#626 in Personal Success,#1,274 in Encyclopaedias & Reference Works (Books)",4788,"creativity,encyclopaedias reference works,personal success",3,2
love your body a positive affirmation guide for loving and appreciating your body,louise l hay,4.5,331.0,257,louise l. hay metaphysical lecturer teacher best-selling author 27 books including heal life empowering women works translated 25 different languages 33 countries throughout world since beginning career science mind minister 1981 assisted thousands people discovering using full potential creative powers personal growth self-healing louise owner founder hay house inc,36 minutes,",#4,779 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#625 in Personal Success,#2,413 in Family & Relationships,#10,029 in Personal Development & Self-Help",4779,"family relationships,personal development selfhelp,personal success",5,7
the decline and rise of democracy a global history from antiquity to today,david stastavage,4.5,8.0,703,historical accounts democracys rise tend focus ancient greece pre-renaissance europe decline rise democracy draws global evidence show story much richer democratic practices present many places many times david stasavage makes case understanding democracies flourished declined provide crucial information history governance ways modern democracies work could manifest future,11 hours and 34 minutes,",#5,006 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#10 in Democracy,#31 in Political Science History & Theory,#85 in World History (Audible Audiobooks & Originals)",5006,"democracy,political science history theory,world history",7,9
bloodline,sidney sheldon,4.4,385.0,702,master storyteller sidney sheldon crafted tale rich love suspense financial intrigue three continents,2 hours and 45 minutes,",#1,495 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#2 in Women Sleuth Mysteries,#5 in Romantic Suspense (Audible Audiobooks & Originals),#37 in Contemporary Romance (Audible Audiobooks & Originals)",1495,"contemporary romance,romantic suspense,women sleuth mysteries",4,9
the origins of totalitarianism,hannah arendt,4.5,325.0,1338,completing purchase agree audible ’ conditions use amazons privacy notice applicable audibles recurring payment terms,23 hours and 23 minutes,",#4,703 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#9 in Fascism,#11 in Philosophy Movements,#14 in Political Philosophy",4703,"fascism,philosophy movements,political philosophy",1,0
ahankar hindi,osho,4.042091434576984,1481.8928778228142,167,ahankari vyakti pratipal isi hisab laga rahta hai ki kis tarah se mere ahankar ko jyada sahara milega akad kar khada rahu kisi ke samne na jhuku chehre ko bilkul patthar ki murti bana lu isase milega ya phir vinamrata se labh milega vah vinamar hone ko bhi taiyar hai ahankar se bachiye yah maharog hai,1 hour and 41 minutes,",#2,842 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#119 in Science,#202 in Psychology (Audible Audiobooks & Originals),#210 in Earth Sciences Books",2842,"earth sciences books,psychology,science",6,6
business risk buster intervenes at a hotel the truth revealed about business risk 8,vladimir john,4.042091434576984,1481.8928778228142,133,completing purchase agree audible ’ conditions use amazons privacy notice applicable audibles recurring payment terms,44 minutes,",#4,858 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#230 in Business Management,#8,179 in Analysis & Strategy,#57,072 in Textbooks & Study Guides",4858,"analysis strategy,business management,textbooks study guides",1,6
the visitor a roald dahl short story,roald dahl,5.0,3.0,410,unabridged digital audiobook edition `` visitor '' amusing chilling story roald dahl master twist tale read actors derek jacobi richard e. grant visitor roald dahl one world ’ favourite authors tells funny fruity story one favourite characters adventurer seducer oswald hendryks cornelius uncle oswald gets bargained arabia ....,1 hour and 56 minutes,",#4,981 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#28 in Literature Anthologies,#47 in Humorous Fiction,#55 in Fiction Short Stories",4981,"fiction short stories,humorous fiction,literature anthologies",2,2
the tao of seneca practical letters from a stoic master volume 3,seneca presented by tim ferriss audio,4.042091434576984,1481.8928778228142,836,tao seneca volumes 1-3 introduction stoic philosophy words seneca study seneca youll good company popular educated elite greco-roman empire thomas jefferson also seneca bedside table thought leaders silicon valley tout benefits stoicism nfl management coaches players alike teams patriots seahawks embraced principles make better competitors stoicism no-nonsense philosophical system designed produce dramatic real-world effects think ideal operating system thriving high-stress environments guide,11 hours and 30 minutes,",#4,866 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#60 in Political Science (Audible Audiobooks & Originals),#180 in Social Sciences (Audible Audiobooks & Originals),#207 in Philosophy (Audible Audiobooks & Originals)",4866,"philosophy,political science,social sciences",9,5
whole rethinking the science of nutrition,t colin campbell phdphd,4.6,916.0,702,happens eat apple answer vastly complex imagine,11 hours and 9 minutes,",#3,848 in Healthy Living & Wellness,#9,503 in Personal Development & Self-Help",3848,"healthy living wellness,personal development selfhelp",0,4
dont ever tell,lucy dawson,4.3,479.0,1063,best-selling author daughter white lies comes enthralling psychological thriller unlike anything ’ heard,9 hours and 44 minutes,",#4,538 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#39 in Psychological Fiction,#72 in Psychological Thrillers,#167 in Suspense",4538,"psychological fiction,psychological thrillers,suspense",4,0
jumpstart your thinking a 90day improvement plan,john c maxwell,4.8,39.0,500,number-one new york times best-selling author john c. maxwell shares secrets success 90-day guide based book thinking change,3 hours and 10 minutes,",#5,292 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#107 in Business Motivation & Self-Improvement,#230 in Leadership,#8,917 in Analysis & Strategy",5292,"analysis strategy,business motivation selfimprovement,leadership",4,2
the data driven leader a powerful approach to delivering measurable business impact through people analytics,jenny dearborn,3.9,14.0,586,data driven leader presents clear accessible guide solving important leadership challenges human resources-focused data analytics engaging audiobook tells transform hr function overall organizational effectiveness using data make decisions grounded facts vs opinions identify root causes behind companys thorniest problems move toward winning future-focused business strategy realistic actionable book tells story successful sales executive leading analytics-driven turnaround data driven books predecessor faces new turnaround challenge chief human resources officer chapter features insightful commentary practical notes points story raises guiding put hr analytics action organization,3 hours and 47 minutes,",#5,321 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#64 in Business Decision Making & Problem Solving,#70 in Business Sales,#88 in Forecasting & Strategic Planning",5321,"business decision making problem solving,business sales,forecasting strategic planning",7,1
jos boys,louisa may alcott,4.6,85.0,938,jo march bhaer first appeared little women returns compassionate mentor boys girls plumfield school original students young men women scattered world always drawn plumfield share experiences fond memories school days comfort young men travel far wide search happiness fulfillment firebrand dan finds adventure peril american west emil ’ life threatened sails high seas tender romances finally blossoming,10 hours and 16 minutes,",#4,539 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#36 in Coming of Age Fiction,#244 in Classic Literature,#4,273 in Classic Fiction (Books)",4539,"classic fiction,classic literature,coming of age fiction",2,0
aesops fables amazonclassics edition,aesop,4.3,573.0,167,honesty best policy beware wolf sheep ’ clothing look leap bird hand countless everyday expressions originated centuries ago aesop slave storyteller ancient greece humor irony commonsense philosophy aesop ’ fables illuminates follies frailties resilience humankind day,4 hours and 33 minutes,",#4,965 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#52 in Fairy Tales, Folk Tales & Myths for Children,#268 in Classic Literature,#332 in Literature & Fiction for Children",4965,"classic literature,fairy tales,literature fiction for children",0,7
sleep programming spiritual breakthrough listen as you go to sleep to program your mind with new beliefs,dick sutphen,4.042091434576984,1481.8928778228142,1002,ultimate deep-brain sleep programming mega-kit spiritual breakthrough ... relax drift first-stage sleep cycle per second brain slows `` alpha '' level second level `` theta '' precedes deep `` delta '' sleep `` alpha '' `` delta '' also levels accessed hypnosis programming sleep programming suggestions delivered mental levels effective hypnotic mind programming dick sutphens sleep programming extraordinarily powerful audio experience super-charge subconscious positively change basic beliefs,8 hours and 13 minutes,",#5,055 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#22 in Self-Hypnosis,#665 in Personal Success,#10,606 in Personal Development & Self-Help",5055,"personal development selfhelp,personal success,selfhypnosis",9,5
reflections on the artists way,julia cameron,5.0,5.0,445,completing purchase agree audible ’ conditions use amazons privacy notice applicable audibles recurring payment terms,2 hours and 42 minutes,",#768 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#7 in Creativity,#33 in Philosophy (Audible Audiobooks & Originals),#131 in Personal Success",768,"creativity,personal success,philosophy",1,2
the happiness equation want nothing do anything have everything,neil pasricha,4.6,335.0,615,random house presents unabridged downloadable audiobook edition happiness equation written read neil pasricha,5 hours and 18 minutes,",#4,773 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#623 in Personal Success,#10,014 in Personal Development & Self-Help",4773,"personal development selfhelp,personal success",1,2
how to read a person like a book,gerard i nierenberg,4.2,151.0,452,completing purchase agree audible ’ conditions use amazons privacy notice applicable audibles recurring payment terms,39 minutes,",#4,831 in Audible Audiobooks & Originals (See Top 100 in Audible Audiobooks & Originals),#45 in Business Communication (Audible Audiobooks & Originals),#159 in Relationships,#345 in Psychology (Audible Audiobooks & Originals)",4831,"business communication,psychology,relationships",1,7
